unix_timestamp,lastUpdateId,bid_price_0,bid_qty_0,bid_price_1,bid_qty_1,bid_price_2,bid_qty_2,bid_price_3,bid_qty_3,bid_price_4,bid_qty_4,bid_price_5,bid_qty_5,bid_price_6,bid_qty_6,bid_price_7,bid_qty_7,bid_price_8,bid_qty_8,bid_price_9,bid_qty_9,ask_price_0,ask_qty_0,ask_price_1,ask_qty_1,ask_price_2,ask_qty_2,ask_price_3,ask_qty_3,ask_price_4,ask_qty_4,ask_price_5,ask_qty_5,ask_price_6,ask_qty_6,ask_price_7,ask_qty_7,ask_price_8,ask_qty_8,ask_price_9,ask_qty_9
1759266168.1486638,178742181688,1.668600,7.450000,1.668500,8317.740000,1.668400,2400.000000,1.668300,1645.440000,1.668200,1708.840000,1.668100,4013.220000,1.668000,2242.600000,1.667900,741.440000,1.667700,2841.320000,1.667600,3488.700000,1.668900,269.580000,1.669000,8458.740000,1.669100,5489.700000,1.669200,5818.840000,1.669300,2354.900000,1.669400,13238.150000,1.669500,6846.380000,1.669600,3079.790000,1.669700,7496.880000,1.669800,578.030000
1759266168.4185452,178742184218,1.668500,8314.200000,1.668400,2400.000000,1.668300,1630.440000,1.668200,1708.840000,1.668100,4013.220000,1.668000,2242.600000,1.667900,741.440000,1.667700,2841.320000,1.667600,3488.700000,1.667500,5832.560000,1.668800,2665.180000,1.668900,26.490000,1.669000,13202.010000,1.669100,5482.520000,1.669200,1082.750000,1.669300,2354.900000,1.669400,13238.150000,1.669500,6846.380000,1.669600,3079.790000,1.669700,7729.880000
1759266168.7273374,178742189508,1.668600,16595.070000,1.668500,10714.200000,1.668300,1630.440000,1.668200,3972.750000,1.668100,1749.310000,1.668000,2242.600000,1.667900,741.440000,1.667700,2841.320000,1.667600,3127.230000,1.667500,5832.560000,1.668700,243.090000,1.668900,26.490000,1.669000,8458.740000,1.669100,5482.520000,1.669200,5818.840000,1.669300,2354.900000,1.669400,13238.150000,1.669500,6846.380000,1.669600,3079.790000,1.669700,7368.410000
1759266168.9861453,178742193168,1.668600,16471.050000,1.668500,10714.200000,1.668300,3894.350000,1.668200,1708.840000,1.668100,1749.310000,1.668000,2242.600000,1.667900,741.440000,1.667700,2841.320000,1.667600,3127.230000,1.667500,6193.710000,1.668700,2890.320000,1.668900,26.490000,1.669000,13194.830000,1.669100,5482.520000,1.669200,1082.750000,1.669300,2354.900000,1.669400,13238.150000,1.669500,6846.380000,1.669600,3440.940000,1.669700,7368.410000
1759266169.271866,178742197151,1.668500,8314.200000,1.668400,2415.000000,1.668300,1630.440000,1.668200,1708.840000,1.668100,1749.310000,1.668000,2242.600000,1.667900,741.440000,1.667700,2841.320000,1.667600,3127.230000,1.667500,6124.520000,1.668700,2872.500000,1.668900,33.670000,1.669000,13194.830000,1.669100,5482.520000,1.669200,1082.750000,1.669300,2354.900000,1.669400,13238.150000,1.669500,6846.380000,1.669600,3440.940000,1.669700,7368.410000
1759266169.5213969,178742200510,1.668500,6123.100000,1.668400,2415.000000,1.668300,1630.440000,1.668200,1708.840000,1.668100,1749.310000,1.668000,4506.510000,1.667900,741.440000,1.667700,2841.320000,1.667600,3127.230000,1.667500,6124.520000,1.668700,2872.500000,1.668900,542.460000,1.669000,13194.830000,1.669100,5482.520000,1.669200,1082.750000,1.669300,2354.900000,1.669400,13238.150000,1.669500,6846.380000,1.669600,3440.940000,1.669700,7368.410000
1759266169.8085063,178742204431,1.668500,22802.290000,1.668400,2415.000000,1.668300,1630.440000,1.668200,3972.750000,1.668100,1749.310000,1.668000,2242.600000,1.667900,741.440000,1.667700,2841.320000,1.667600,2784.980000,1.667500,6124.520000,1.668700,3052.260000,1.668800,3.590000,1.668900,508.790000,1.669000,2224.860000,1.669100,5482.520000,1.669200,1082.750000,1.669300,7090.990000,1.669400,13238.150000,1.669500,6846.380000,1.669600,3440.940000
1759266170.1356366,178742207944,1.668500,22802.290000,1.668400,2415.000000,1.668300,1630.440000,1.668200,3975.750000,1.668100,1749.310000,1.668000,2242.600000,1.667900,741.440000,1.667700,2841.320000,1.667600,2784.980000,1.667500,6124.520000,1.668700,3052.260000,1.668800,3.590000,1.668900,6742.670000,1.669000,6960.950000,1.669100,5482.520000,1.669200,1082.750000,1.669300,2354.900000,1.669400,13238.150000,1.669500,6846.380000,1.669600,3440.940000
1759266170.4070618,178742213011,1.668500,20641.480000,1.668400,15.000000,1.668200,3.000000,1.668000,4429.250000,1.667900,2909.080000,1.667800,2263.910000,1.667700,2775.490000,1.667600,2872.240000,1.667500,553.910000,1.667400,1354.440000,1.668600,17634.030000,1.668700,5561.840000,1.668800,236.420000,1.668900,13792.680000,1.669000,7092.450000,1.669100,5482.520000,1.669200,1255.840000,1.669300,2242.130000,1.669400,1120.900000,1.669500,6915.570000
1759266170.6842203,178742216392,1.668500,20305.720000,1.668400,15.000000,1.668200,3.000000,1.668000,12477.210000,1.667900,509.080000,1.667800,2263.910000,1.667700,2775.490000,1.667600,2872.240000,1.667500,553.910000,1.667400,1354.440000,1.668600,17103.960000,1.668700,5561.840000,1.668900,13792.680000,1.669000,7092.450000,1.669100,5482.520000,1.669200,1255.840000,1.669300,2242.130000,1.669400,1120.900000,1.669500,6915.570000,1.669600,3079.790000
1759266170.9686768,178742219781,1.668500,20125.540000,1.668400,15.000000,1.668200,3.000000,1.668000,4429.250000,1.667900,509.080000,1.667800,2263.910000,1.667700,2731.410000,1.667600,2578.700000,1.667500,553.910000,1.667400,1122.080000,1.668600,8804.170000,1.668700,5288.410000,1.668800,208.000000,1.668900,13792.680000,1.669000,7092.450000,1.669100,5482.520000,1.669200,1255.840000,1.669300,2242.130000,1.669400,1120.900000,1.669500,6846.380000
1759266171.208704,178742223258,1.668500,20208.650000,1.668400,15.000000,1.668300,2400.000000,1.668200,7837.610000,1.668100,2263.910000,1.668000,2242.600000,1.667900,553.150000,1.667800,334.540000,1.667700,2731.410000,1.667600,2476.520000,1.668600,3090.150000,1.668700,9945.550000,1.668800,8414.840000,1.668900,1630.360000,1.669000,7092.450000,1.669100,11453.400000,1.669200,6587.040000,1.669300,2242.130000,1.669400,1482.050000,1.669500,6846.380000
1759266171.470651,178742226253,1.668500,20208.650000,1.668400,15.000000,1.668300,2400.000000,1.668200,8346.560000,1.668100,2263.910000,1.668000,2242.600000,1.667900,553.150000,1.667800,334.540000,1.667700,2731.410000,1.667600,2476.520000,1.668600,3312.150000,1.668700,9945.550000,1.668800,8414.840000,1.668900,1630.360000,1.669000,7092.450000,1.669100,11453.400000,1.669200,6587.040000,1.669300,2242.130000,1.669400,1482.050000,1.669500,6846.380000
1759266171.7804148,178742231562,1.668800,508.760000,1.668600,26664.150000,1.668500,25223.110000,1.668400,508.890000,1.668300,2241.780000,1.668200,511.950000,1.668100,4506.510000,1.668000,2242.600000,1.667900,509.080000,1.667700,2766.270000,1.669100,51.330000,1.669200,8923.210000,1.669400,1155.010000,1.669500,18147.900000,1.669600,15129.340000,1.669700,1466.130000,1.669800,518.150000,1.669900,3339.770000,1.670000,7274.530000,1.670100,2363.850000
1759266172.0096378,178742236804,1.669100,2662.830000,1.669000,8047.960000,1.668900,2695.210000,1.668800,2772.670000,1.668600,898.950000,1.668500,23003.270000,1.668400,843.430000,1.668300,2241.780000,1.668200,744.310000,1.668100,2352.510000,1.669300,28.420000,1.669400,6267.990000,1.669500,4463.760000,1.669600,3079.790000,1.669700,1466.130000,1.669800,5254.240000,1.669900,2997.620000,1.670000,7635.680000,1.670100,2363.850000,1.670200,2373.360000
1759266172.2605789,178742240317,1.669300,2662.680000,1.669100,2186.650000,1.669000,8082.070000,1.668900,508.560000,1.668800,515.940000,1.668600,3162.860000,1.668500,23003.270000,1.668400,843.430000,1.668300,2241.780000,1.668200,744.310000,1.669400,157.900000,1.669500,4463.760000,1.669600,3301.790000,1.669700,1466.130000,1.669800,518.150000,1.669900,7733.710000,1.670000,7635.680000,1.670100,8442.520000,1.670200,2338.500000,1.670300,666.200000
1759266172.5535936,178742244095,1.669300,2662.680000,1.669100,2721.670000,1.669000,8082.070000,1.668900,508.560000,1.668800,515.940000,1.668700,3384.400000,1.668600,898.950000,1.668500,23003.270000,1.668400,843.430000,1.668300,2256.780000,1.669500,2821.840000,1.669600,3301.790000,1.669700,1466.130000,1.669800,518.150000,1.669900,7733.710000,1.670000,13606.560000,1.670100,8442.520000,1.670200,2304.170000,1.670300,666.200000,1.670400,1248.500000
1759266172.8609753,178742248805,1.669500,39514.900000,1.669400,1119.480000,1.669300,1867.570000,1.669200,1229.860000,1.669100,1654.970000,1.669000,2022.260000,1.668900,1628.850000,1.668800,508.760000,1.668700,7484.570000,1.668600,12983.360000,1.669600,1241.570000,1.669800,10.000000,1.670000,1512.750000,1.670200,2246.670000,1.670300,158.290000,1.670500,2689.460000,1.670600,10742.300000,1.670700,2805.210000,1.670800,6193.320000,1.670900,14807.590000
1759266173.12672,178742252591,1.670300,507.940000,1.670100,507.940000,1.669900,2942.050000,1.669800,507.940000,1.669700,1119.190000,1.669600,44.070000,1.669500,3082.620000,1.669400,1119.480000,1.669300,1886.880000,1.669200,1119.950000,1.670400,2660.920000,1.670500,4362.920000,1.670600,10742.300000,1.670700,2805.210000,1.670800,6193.320000,1.670900,14797.590000,1.671000,1652.190000,1.671100,2326.100000,1.671200,4301.680000,1.671300,6156.550000
1759266173.3739748,178742255818,1.670300,19454.130000,1.670200,2407.180000,1.670100,9461.430000,1.670000,3382.790000,1.669900,1626.820000,1.669800,1626.820000,1.669700,1119.190000,1.669600,28.400000,1.669500,2748.080000,1.669400,1480.630000,1.670400,525.340000,1.670500,417.200000,1.670600,796.750000,1.670700,282.070000,1.670800,6331.990000,1.670900,2185.000000,1.671000,733.800000,1.671100,6237.020000,1.671200,4426.010000,1.671300,5327.550000
1759266173.644594,178742260081,1.670300,3168.860000,1.670100,11725.340000,1.670000,3518.880000,1.669900,1626.820000,1.669800,1626.820000,1.669700,1163.260000,1.669600,334.540000,1.669500,2748.080000,1.669400,1351.840000,1.669300,1737.790000,1.670400,425.340000,1.670500,417.200000,1.670600,796.750000,1.670700,282.070000,1.670800,11713.960000,1.670900,7394.460000,1.671000,708.320000,1.671100,13437.810000,1.671200,4426.010000,1.671300,6030.850000
1759266173.9108496,178742264315,1.669500,2729.120000,1.669300,1628.030000,1.669200,3519.950000,1.669100,3936.460000,1.669000,1454.830000,1.668900,1628.850000,1.668800,3049.630000,1.668700,2350.540000,1.668600,92.030000,1.668500,23939.600000,1.669900,2053.450000,1.670000,4993.590000,1.670100,6879.760000,1.670300,2801.870000,1.670400,7385.260000,1.670500,12716.950000,1.670600,8698.130000,1.670700,7658.370000,1.670800,1217.520000,1.670900,6840.920000
1759266174.1557136,178742268025,1.669300,217.400000,1.669100,508.530000,1.669000,6802.360000,1.668900,3815.500000,1.668800,553.360000,1.668700,4640.780000,1.668600,2365.150000,1.668500,23293.740000,1.668400,508.890000,1.668300,2601.080000,1.669700,21784.210000,1.669800,405.260000,1.669900,2748.720000,1.670000,18779.390000,1.670100,7902.160000,1.670200,1120.190000,1.670300,1628.430000,1.670400,2649.170000,1.670500,6746.070000,1.670600,1950.490000
1759266174.4612298,178742271310,1.669000,1154.400000,1.668900,3815.500000,1.668800,553.360000,1.668700,10288.740000,1.668600,2365.150000,1.668500,23293.740000,1.668400,508.890000,1.668300,2566.750000,1.668200,656.570000,1.668100,2276.930000,1.669400,11756.860000,1.669500,12204.760000,1.669600,14114.970000,1.669700,668.550000,1.669800,139.140000,1.669900,2748.720000,1.670000,12808.510000,1.670100,1823.490000,1.670200,1120.190000,1.670300,1628.430000
1759266174.6629653,178742275138,1.669000,1004.400000,1.668900,3815.500000,1.668800,2953.360000,1.668700,7888.740000,1.668600,2365.150000,1.668500,23293.740000,1.668400,508.890000,1.668300,2566.750000,1.668200,621.710000,1.668100,2276.930000,1.669300,3960.170000,1.669400,3169.590000,1.669500,10969.970000,1.669600,8036.300000,1.669700,6639.430000,1.669800,6191.340000,1.669900,2748.720000,1.670000,12808.510000,1.670100,1823.490000,1.670200,1120.190000
1759266174.91788,178742275476,1.669000,34.110000,1.668900,3815.500000,1.668800,2953.360000,1.668700,7888.740000,1.668600,2365.150000,1.668500,23293.740000,1.668400,508.890000,1.668300,2566.750000,1.668200,621.710000,1.668100,2276.930000,1.669300,3930.410000,1.669400,3169.590000,1.669500,10969.970000,1.669600,8036.300000,1.669700,6639.430000,1.669800,6191.340000,1.669900,2748.720000,1.670000,12808.510000,1.670100,1823.490000,1.670200,1120.190000
1759266175.189348,178742281643,1.669000,14048.940000,1.668900,3487.460000,1.668800,2817.270000,1.668700,7888.740000,1.668600,101.240000,1.668500,23293.740000,1.668400,741.250000,1.668300,2319.390000,1.668200,621.710000,1.668100,2242.600000,1.669300,4439.020000,1.669400,508.590000,1.669500,10969.970000,1.669600,8036.300000,1.669700,508.550000,1.669800,112.670000,1.669900,2748.720000,1.670000,24865.240000,1.670100,1823.490000,1.670200,1120.190000
1759266175.4723573,178742284966,1.669100,2661.320000,1.669000,2400.000000,1.668900,3815.420000,1.668800,553.360000,1.668700,2240.780000,1.668600,2365.150000,1.668500,23293.740000,1.668400,741.250000,1.668300,2319.390000,1.668200,621.710000,1.669300,4439.020000,1.669400,508.590000,1.669500,6233.880000,1.669600,2826.840000,1.669700,508.550000,1.669800,4848.760000,1.669900,2748.720000,1.670000,24865.240000,1.670100,1823.490000,1.670200,1120.190000
1759266175.737285,178742290092,1.669400,2658.600000,1.669300,11648.940000,1.669200,508.370000,1.669100,4586.650000,1.669000,2263.910000,1.668900,8471.130000,1.668800,597.430000,1.668700,2575.320000,1.668600,314.530000,1.668500,22959.200000,1.669600,222.000000,1.669700,132.080000,1.669800,5804.400000,1.669900,10311.650000,1.670000,24858.060000,1.670100,1232.860000,1.670200,1120.190000,1.670300,1989.580000,1.670400,3051.180000,1.670500,6746.070000
1759266175.9978023,178742294268,1.670200,24900.130000,1.670100,1119.450000,1.670000,2694.460000,1.669900,7961.040000,1.669800,1119.450000,1.669700,1119.450000,1.669500,4008.270000,1.669400,2748.650000,1.669200,6837.580000,1.669100,1188.890000,1.670300,25.000000,1.670500,417.200000,1.670600,796.750000,1.670700,8011.320000,1.670800,98.110000,1.670900,4.040000,1.671000,595.650000,1.671100,6158.460000,1.671200,4957.560000,1.671300,5327.550000
1759266176.2508218,178742297782,1.670700,507.570000,1.670500,2694.220000,1.670400,8122.140000,1.670300,3889.930000,1.670200,18262.490000,1.670100,1188.380000,1.670000,842.350000,1.669900,2238.900000,1.669800,1351.810000,1.669700,1737.270000,1.671100,1422.370000,1.671200,4947.560000,1.671300,2299.050000,1.671400,259.640000,1.671500,11668.790000,1.671600,1268.930000,1.671700,2371.070000,1.671800,7113.170000,1.671900,18904.240000,1.672000,1590.660000
1759266176.52033,178742301566,1.671100,507.570000,1.670900,507.570000,1.670800,11648.940000,1.670700,507.570000,1.670600,2326.410000,1.670500,6212.490000,1.670400,5722.140000,1.670300,2788.360000,1.670200,1961.800000,1.670100,1119.450000,1.671200,9290.310000,1.671300,2299.050000,1.671400,4995.730000,1.671500,6932.700000,1.671600,1234.100000,1.671700,2336.760000,1.671800,7148.000000,1.671900,18938.550000,1.672000,1580.660000,1.672100,1868.460000
1759266176.7619877,178742304973,1.671100,12190.620000,1.670900,6240.410000,1.670800,6839.940000,1.670700,3889.550000,1.670600,1118.070000,1.670500,1625.840000,1.670300,2744.290000,1.670200,1627.260000,1.670100,1480.600000,1.670000,5717.270000,1.671200,2658.930000,1.671300,118.090000,1.671400,22.640000,1.671500,4194.310000,1.671600,116.740000,1.671700,3346.530000,1.671800,5878.380000,1.671900,7091.690000,1.672000,1580.660000,1.672100,13793.680000
1759266177.0701556,178742309309,1.671100,541.530000,1.671000,1833.550000,1.670900,11934.160000,1.670800,1117.840000,1.670700,1669.710000,1.670600,1452.610000,1.670500,1625.840000,1.670400,232.360000,1.670300,2854.050000,1.670200,1627.260000,1.671200,2460.970000,1.671300,118.090000,1.671400,22.640000,1.671500,4194.310000,1.671600,116.740000,1.671700,519.690000,1.671800,8059.340000,1.671900,6979.020000,1.672000,1580.660000,1.672100,1744.130000
1759266177.320396,178742312469,1.671200,13912.850000,1.671100,11107.940000,1.670900,4025.370000,1.670800,1117.840000,1.670700,1669.710000,1.670600,1452.610000,1.670500,1625.840000,1.670400,232.360000,1.670300,2854.050000,1.670200,1627.260000,1.671300,118.090000,1.671400,22.640000,1.671500,4190.720000,1.671600,116.740000,1.671700,519.690000,1.671800,3323.250000,1.671900,11715.110000,1.672000,7659.330000,1.672100,1744.130000,1.672200,3099.690000
1759266177.6305974,178742316755,1.671100,8441.210000,1.670900,3923.390000,1.670800,1117.840000,1.670700,3889.550000,1.670600,1118.070000,1.670500,1669.910000,1.670400,334.540000,1.670300,2744.290000,1.670200,1859.620000,1.670100,1229.210000,1.671400,5210.210000,1.671500,2924.300000,1.671600,116.740000,1.671700,5252.190000,1.671800,9093.540000,1.671900,12949.900000,1.672000,7659.330000,1.672100,1744.130000,1.672200,2738.540000,1.672300,903.530000
1759266177.8706658,178742320319,1.671100,509.750000,1.670900,1625.370000,1.670800,28.380000,1.670700,1625.640000,1.670600,11290.770000,1.670500,4025.840000,1.670300,2788.360000,1.670200,1859.620000,1.670100,1119.450000,1.670000,5778.420000,1.671200,5210.210000,1.671300,293.520000,1.671400,13584.790000,1.671500,2920.720000,1.671600,7205.560000,1.671700,6784.770000,1.671800,7113.170000,1.671900,6979.020000,1.672000,1580.660000,1.672100,1744.130000
1759266178.1208396,178742322987,1.671100,3167.370000,1.671000,28.390000,1.670900,3846.130000,1.670800,2400.000000,1.670700,2743.380000,1.670600,1118.070000,1.670500,1625.840000,1.670400,2263.910000,1.670300,2744.290000,1.670200,1627.260000,1.671200,5205.710000,1.671500,2920.720000,1.671600,5498.710000,1.671700,8467.350000,1.671800,7225.840000,1.671900,12949.900000,1.672000,7659.330000,1.672100,2987.500000,1.672200,2738.540000,1.672300,903.530000
1759266178.4449937,178742328165,1.671100,319.460000,1.670900,2777.120000,1.670800,10308.790000,1.670700,2743.380000,1.670600,1118.070000,1.670500,1669.910000,1.670400,334.230000,1.670300,2976.650000,1.670200,1627.260000,1.670100,3493.120000,1.671500,4510.520000,1.671600,5887.030000,1.671700,2697.510000,1.671800,25.110000,1.671900,7740.440000,1.672000,7659.330000,1.672100,7433.860000,1.672200,8709.420000,1.672300,938.360000,1.672400,2139.640000
1759266178.6791887,178742331914,1.670700,1625.640000,1.670600,3.840000,1.670500,9568.740000,1.670400,2263.910000,1.670300,2744.290000,1.670200,1627.260000,1.670100,1163.520000,1.670000,6112.650000,1.669900,2471.260000,1.669800,1119.450000,1.670800,5205.710000,1.671100,879.840000,1.671200,26.450000,1.671300,11126.440000,1.671400,9270.110000,1.671500,16374.860000,1.671600,2478.380000,1.671700,6843.810000,1.671800,25.110000,1.671900,2887.360000
1759266178.9488602,178742335252,1.670700,4283.890000,1.670600,3.840000,1.670500,9568.740000,1.670400,2263.910000,1.670300,2744.290000,1.670200,1627.260000,1.670100,1163.520000,1.670000,6385.870000,1.669900,2471.260000,1.669800,1129.450000,1.670800,5025.970000,1.670900,222.000000,1.671100,879.840000,1.671200,26.450000,1.671300,11126.440000,1.671400,9270.110000,1.671500,16374.860000,1.671600,2478.380000,1.671700,6843.810000,1.671800,25.110000
1759266179.2034955,178742339217,1.670900,507.630000,1.670800,10678.250000,1.670700,4710.110000,1.670500,2744.040000,1.670400,651.520000,1.670300,2744.290000,1.670200,1859.620000,1.670100,1119.450000,1.670000,5888.180000,1.669900,2238.900000,1.671200,5025.970000,1.671400,2180.960000,1.671500,3427.920000,1.671600,4852.830000,1.671700,7216.260000,1.671800,5995.990000,1.671900,15049.580000,1.672000,1580.660000,1.672100,6918.790000,1.672200,3981.910000
1759266179.4633641,178742342675,1.671000,2657.940000,1.670900,513.220000,1.670800,8020.160000,1.670700,7110.110000,1.670500,2744.040000,1.670400,651.520000,1.670300,2976.310000,1.670200,1627.260000,1.670100,1119.450000,1.670000,5888.180000,1.671200,5025.970000,1.671400,2180.960000,1.671500,3427.920000,1.671600,4852.830000,1.671700,6850.990000,1.671800,5995.990000,1.671900,14936.910000,1.672000,1941.810000,1.672100,6953.620000,1.672200,2772.850000
1759266179.7083805,178742347145,1.670900,15.000000,1.670700,1625.640000,1.670600,27.500000,1.670500,2778.150000,1.670400,10172.700000,1.670300,5144.290000,1.670200,1627.260000,1.670100,1163.520000,1.670000,1176.410000,1.669900,2470.920000,1.671000,5025.970000,1.671100,3165.170000,1.671200,3585.900000,1.671300,5108.540000,1.671400,13167.820000,1.671500,3540.590000,1.671600,1235.010000,1.671700,7309.810000,1.671800,7239.360000,1.671900,2887.360000
1759266179.9639623,178742350022,1.670700,1570.930000,1.670600,27.500000,1.670500,2778.150000,1.670400,12575.700000,1.670300,2744.290000,1.670200,1627.260000,1.670100,1163.520000,1.670000,1176.410000,1.669900,2470.920000,1.669800,1129.450000,1.670800,8291.090000,1.671100,507.390000,1.671200,3812.900000,1.671300,4736.090000,1.671400,13167.820000,1.671500,3427.920000,1.671600,1596.160000,1.671700,7309.810000,1.671800,5995.990000,1.671900,2887.360000
1759266180.2724538,178742355671,1.670700,2658.250000,1.670600,27.500000,1.670500,1659.950000,1.670400,10175.700000,1.670300,5144.290000,1.670200,1627.260000,1.670100,1163.520000,1.670000,1203.970000,1.669900,2470.920000,1.669800,1129.450000,1.670800,5031.720000,1.670900,222.000000,1.671100,852.240000,1.671200,9583.190000,1.671300,5967.300000,1.671400,13167.820000,1.671500,4546.460000,1.671600,2481.970000,1.671700,7309.810000,1.671800,5995.990000
1759266180.5215542,178742358451,1.670500,1687.450000,1.670400,7911.790000,1.670300,7408.200000,1.670200,1627.260000,1.670100,1163.520000,1.670000,1203.970000,1.669900,2470.920000,1.669800,1129.450000,1.669700,1737.270000,1.669600,5287.070000,1.670600,1946.400000,1.670900,222.000000,1.671100,6622.530000,1.671200,8548.990000,1.671300,6440.670000,1.671400,13167.820000,1.671500,4550.050000,1.671600,2481.970000,1.671700,7309.810000,1.671800,6065.130000
1759266180.7828045,178742363259,1.670800,3199.890000,1.670700,1118.650000,1.670600,4450.560000,1.670500,11764.510000,1.670400,3.000000,1.670300,3379.280000,1.670200,1859.280000,1.670100,1119.450000,1.670000,678.720000,1.669900,2238.900000,1.670900,3683.260000,1.671200,7424.480000,1.671300,11324.600000,1.671500,3540.590000,1.671600,1235.010000,1.671700,7309.810000,1.671800,18931.350000,1.671900,3248.510000,1.672000,1709.600000,1.672100,6918.790000
