id,unix_timestamp_ms,side,price,quantity
10294761,1759266186956,buy,1.672200,671.670000
10294762,1759266187003,sell,1.671800,4.500000
10294763,1759266187025,buy,1.671900,599.230000
10294764,1759266187222,sell,1.671800,1172.300000
10294765,1759266187436,sell,1.671700,150.000000
10294766,1759266187449,buy,1.671900,1616.920000
10294767,1759266187550,sell,1.671600,15.000000
10294768,1759266187550,sell,1.671500,206.090000
10294769,1759266187551,sell,1.671400,146.090000
10294770,1759266188198,sell,1.671400,48.120000
10294771,1759266188584,buy,1.671600,7.700000
10294772,1759266188965,sell,1.671400,142.000000
10294773,1759266189294,buy,1.671500,8442.590000
10294774,1759266189427,buy,1.671600,226.350000
10294775,1759266189778,buy,1.671600,222.000000
10294776,1759266189807,sell,1.671400,179.570000
10294777,1759266189838,buy,1.671600,265.170000
10294778,1759266190010,sell,1.671400,26.260000
10294779,1759266190120,buy,1.671600,14.880000
10294780,1759266190140,sell,1.671500,239.330000
10294781,1759266190368,sell,1.671100,172.940000
10294782,1759266190368,sell,1.671000,77.610000
10294783,1759266190446,sell,1.670900,5.000000
10294784,1759266190446,sell,1.670800,17.890000
10294785,1759266190502,buy,1.671000,2465.180000
10294786,1759266190508,sell,1.670800,31.560000
10294787,1759266190508,sell,1.670700,118.440000
10294788,1759266190848,sell,1.670800,25.730000
10294789,1759266191290,sell,1.671100,14.850000
10294790,1759266191327,buy,1.671150,5491.350000
10294791,1759266191639,buy,1.671300,12.330000
10294792,1759266191787,buy,1.671300,12.670000
10294793,1759266191787,buy,1.671600,355.960000
10294794,1759266192293,buy,1.671200,595.840000
10294795,1759266192627,sell,1.671300,4.500000
10294796,1759266192780,buy,1.671600,179.460000
10294797,1759266192889,sell,1.671400,3164.850000
10294798,1759266192895,sell,1.671300,3.200000
10294799,1759266192988,buy,1.671600,4143.990000
10294800,1759266193104,sell,1.671500,150.000000
10294801,1759266193312,buy,1.671600,908.590000
10294802,1759266193341,sell,1.671500,15.000000
10294803,1759266193567,sell,1.671540,8866.000000
10294804,1759266194118,buy,1.671800,89.750000
10294805,1759266194199,sell,1.671700,72.470000
10294806,1759266194591,sell,1.671600,24.430000
10294807,1759266194831,buy,1.671900,487.940000
10294808,1759266195068,sell,1.671800,23.890000
10294809,1759266195373,sell,1.671800,179.460000
10294810,1759266195614,sell,1.671300,24.550000
10294811,1759266195646,sell,1.671600,359.170000
10294812,1759266195813,buy,1.671800,14.960000
10294813,1759266196011,sell,1.671700,16.880000
10294814,1759266196147,buy,1.671900,222.000000
10294815,1759266196158,buy,1.672000,156.630000
10294816,1759266196510,sell,1.671800,167.970000
10294817,1759266196642,sell,1.671800,149.840000
10294818,1759266197234,sell,1.671800,200.000000
10294819,1759266197367,buy,1.671900,1186.000000
10294820,1759266197367,buy,1.672100,35.140000
10294821,1759266197367,buy,1.672200,94.070000
10294822,1759266197463,buy,1.672000,15437.560000
10294823,1759266197479,sell,1.671900,1244.460000
10294824,1759266198102,sell,1.672100,4.500000
10294825,1759266198263,buy,1.672200,3048.350000
10294826,1759266198822,sell,1.672200,5.000000
27611297,1759300060118,buy,1.584400,189.340000
27611298,1759300060118,buy,1.584400,589.200000
27611299,1759300060118,buy,1.584400,757.340000
27611300,1759300060119,buy,1.584400,4908.180000
27611301,1759300060119,buy,1.584400,504.830000
27611302,1759300060119,buy,1.584400,2224.360000
27611303,1759300060120,buy,1.584400,2221.550000
27611304,1759300060120,buy,1.584400,3868.070000
27611305,1759300060121,buy,1.584400,435.420000
27611306,1759300060121,buy,1.584500,3.780000
27611307,1759300060121,buy,1.584500,3.780000
27611308,1759300060121,buy,1.584500,3.780000
27611309,1759300060121,buy,1.584500,15.000000
27611310,1759300060121,buy,1.584600,3.780000
27611311,1759300060121,buy,1.584600,3.780000
27611312,1759300060121,buy,1.584800,30.130000
27611313,1759300060121,buy,1.584800,33.720000
27611314,1759300060121,buy,1.584900,35.260000
27611315,1759300060121,buy,1.585000,1600.000000
27611316,1759300060121,buy,1.585100,14.430000
27611317,1759300060121,buy,1.585100,14.040000
27611318,1759300060121,buy,1.585100,40.620000
27611319,1759300060165,buy,1.585400,12.780000
27611320,1759300060165,buy,1.585400,303.490000
27611321,1759300060357,buy,1.585500,22.610000
27611322,1759300060357,buy,1.585600,35.260000
27611323,1759300060357,buy,1.585700,132.130000
27611324,1759300060359,buy,1.585700,127.000000
27611325,1759300060360,buy,1.585700,28.000000
27611326,1759300060366,buy,1.585700,34.000000
27611327,1759300060385,buy,1.585700,63.000000
27611328,1759300060386,buy,1.585700,44.000000
27611329,1759300060387,buy,1.585700,63.000000
27611330,1759300060393,buy,1.585700,63.000000
27611331,1759300060396,buy,1.585700,44.000000
27611332,1759300060397,buy,1.585700,63.000000
27611333,1759300060398,buy,1.585700,44.000000
27611334,1759300060400,buy,1.585700,63.000000
27611335,1759300060402,buy,1.585700,8.490000
27611336,1759300060402,buy,1.585700,35.510000
27611337,1759300060405,buy,1.585700,741.110000
27611338,1759300060405,buy,1.585700,15.610000
27611339,1759300060406,buy,1.585700,756.720000
27611340,1759300060408,buy,1.585700,4.290000
27611341,1759300060408,buy,1.586000,12.250000
27611342,1759300060408,buy,1.586000,27.460000
27611343,1759300060416,buy,1.586000,44.000000
27611344,1759300060416,buy,1.586000,44.000000
27611345,1759300060420,buy,1.586000,44.000000
27611346,1759300060423,sell,1.585600,37.500000
27611347,1759300060425,buy,1.586000,44.000000
27611348,1759300060430,buy,1.586000,44.000000
27611349,1759300060430,buy,1.586000,44.000000
27611350,1759300060552,sell,1.585900,50.000000
27611351,1759300060557,sell,1.585900,512.890000
27611352,1759300060557,sell,1.585900,544.020000
27611353,1759300060736,buy,1.586000,182.310000
27611354,1759300060741,buy,1.586000,26.230000
27611355,1759300060741,buy,1.586000,110.510000
27611356,1759300060771,buy,1.586000,410.190000
27611357,1759300060945,sell,1.585900,6.310000
27611358,1759300060945,sell,1.585900,28.400000
27611359,1759300061043,buy,1.585900,124.780000
27611360,1759300061164,sell,1.585800,20.000000
27611361,1759300061164,sell,1.585800,10.000000
27611362,1759300062051,buy,1.585600,6.300000
27611363,1759300062051,buy,1.585800,220.650000
27611364,1759300062516,buy,1.586100,3.780000
27611365,1759300062516,buy,1.586100,3.780000
27611366,1759300062516,buy,1.586100,3.780000
27611367,1759300062516,buy,1.586200,3.780000
27611368,1759300062516,buy,1.586200,3.780000
27611369,1759300062516,buy,1.586200,30.130000
27611370,1759300062516,buy,1.586200,33.720000
27611371,1759300062516,buy,1.586200,20.000000
27611372,1759300062516,buy,1.586300,13.590000
27611373,1759300062570,buy,1.586300,21.670000
27611374,1759300062570,buy,1.586300,15.000000
27611375,1759300062570,buy,1.586300,23.590000
27611376,1759300062658,buy,1.586300,50.000000
27611377,1759300062794,buy,1.586300,134.870000
27611378,1759300062794,buy,1.586300,156.700000
27611379,1759300062794,buy,1.586300,5.810000
27611380,1759300062794,buy,1.586400,1262.760000
27611381,1759300062822,sell,1.586200,10.000000
27611382,1759300062862,sell,1.586300,15625.520000
27611383,1759300062894,buy,1.586300,120.000000
27611384,1759300063341,sell,1.586000,6.300000
27611385,1759300063341,sell,1.586000,93.700000
27611386,1759300063492,buy,1.586100,562.890000
27611387,1759300063492,buy,1.586100,650.550000
27611388,1759300063535,sell,1.586000,3.780000
27611389,1759300063535,sell,1.586000,3.780000
27611390,1759300063535,sell,1.585900,20.000000
27611391,1759300063535,sell,1.585900,10.000000
