unix_timestamp,lastUpdateId,bid_price_0,bid_qty_0,bid_price_1,bid_qty_1,bid_price_2,bid_qty_2,bid_price_3,bid_qty_3,bid_price_4,bid_qty_4,bid_price_5,bid_qty_5,bid_price_6,bid_qty_6,bid_price_7,bid_qty_7,bid_price_8,bid_qty_8,bid_price_9,bid_qty_9,ask_price_0,ask_qty_0,ask_price_1,ask_qty_1,ask_price_2,ask_qty_2,ask_price_3,ask_qty_3,ask_price_4,ask_qty_4,ask_price_5,ask_qty_5,ask_price_6,ask_qty_6,ask_price_7,ask_qty_7,ask_price_8,ask_qty_8,ask_price_9,ask_qty_9
1759266162.2588618,178742093913,1009.900000,6.340000,1009.800000,36.810000,1009.700000,101.990000,1009.600000,27.910000,1009.500000,139.500000,1009.400000,77.930000,1009.300000,116.340000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,9.940000,1010.100000,15.170000,1010.200000,86.360000,1010.300000,93.360000,1010.400000,17.740000,1010.500000,90.190000,1010.600000,12.550000,1010.700000,101.770000,1010.800000,28.270000,1010.900000,127.380000
1759266166.5561938,178742155404,1009.900000,90.420000,1009.800000,119.550000,1009.700000,20.780000,1009.600000,110.240000,1009.500000,57.010000,1009.400000,80.400000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,1.180000,1010.100000,3.720000,1010.200000,89.800000,1010.300000,30.530000,1010.400000,17.770000,1010.500000,95.880000,1010.600000,12.550000,1010.700000,88.040000,1010.800000,8.790000,1010.900000,209.690000
1759266167.121014,178742164805,1009.900000,90.080000,1009.800000,119.550000,1009.700000,20.780000,1009.600000,110.240000,1009.500000,57.010000,1009.400000,80.400000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,1.180000,1010.100000,3.720000,1010.200000,89.800000,1010.300000,30.530000,1010.400000,17.770000,1010.500000,95.880000,1010.600000,12.550000,1010.700000,88.040000,1010.800000,8.790000,1010.900000,209.690000
1759266168.653086,178742185072,1009.900000,90.440000,1009.800000,119.550000,1009.700000,20.780000,1009.600000,110.240000,1009.500000,57.010000,1009.400000,80.400000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,1.180000,1010.100000,3.990000,1010.200000,89.530000,1010.300000,30.530000,1010.400000,17.770000,1010.500000,95.880000,1010.600000,12.550000,1010.700000,88.040000,1010.800000,8.790000,1010.900000,209.690000
1759266168.9858422,178742191810,1009.900000,90.440000,1009.800000,119.560000,1009.700000,20.780000,1009.600000,110.240000,1009.500000,57.010000,1009.400000,80.400000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,2.170000,1010.100000,4.000000,1010.200000,89.530000,1010.300000,30.530000,1010.400000,17.770000,1010.500000,95.880000,1010.600000,12.550000,1010.700000,88.040000,1010.800000,8.790000,1010.900000,209.690000
1759266169.2734137,178742196199,1009.900000,90.220000,1009.800000,119.560000,1009.700000,20.780000,1009.600000,110.240000,1009.500000,57.010000,1009.400000,80.400000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,0.640000,1010.100000,4.000000,1010.200000,89.530000,1010.300000,30.530000,1010.400000,17.770000,1010.500000,95.880000,1010.600000,12.550000,1010.700000,88.040000,1010.800000,8.790000,1010.900000,209.690000
1759266169.6226742,178742200955,1009.900000,90.720000,1009.800000,119.560000,1009.700000,20.750000,1009.600000,110.210000,1009.500000,57.010000,1009.400000,80.400000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,1.630000,1010.100000,4.000000,1010.200000,89.500000,1010.300000,30.530000,1010.400000,17.740000,1010.500000,95.880000,1010.600000,12.550000,1010.700000,88.040000,1010.800000,8.790000,1010.900000,209.690000
1759266169.957578,178742203502,1009.900000,90.720000,1009.800000,119.560000,1009.700000,20.750000,1009.600000,109.710000,1009.500000,56.020000,1009.400000,76.940000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,1.580000,1010.100000,4.000000,1010.200000,89.500000,1010.300000,30.530000,1010.400000,17.740000,1010.500000,95.880000,1010.600000,12.050000,1010.700000,87.050000,1010.800000,5.330000,1010.900000,209.690000
1759266170.233253,178742206845,1009.900000,90.760000,1009.800000,119.560000,1009.700000,20.750000,1009.600000,109.710000,1009.500000,56.020000,1009.400000,76.940000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,1.580000,1010.100000,4.000000,1010.200000,89.500000,1010.300000,30.530000,1010.400000,17.740000,1010.500000,95.880000,1010.600000,12.050000,1010.700000,87.050000,1010.800000,5.330000,1010.900000,209.690000
1759266170.609097,178742215277,1009.900000,90.940000,1009.800000,119.560000,1009.700000,20.780000,1009.600000,109.740000,1009.500000,56.020000,1009.400000,76.940000,1009.300000,30.540000,1009.200000,29.100000,1009.100000,0.570000,1009.000000,0.980000,1010.000000,1.580000,1010.100000,4.270000,1010.200000,89.260000,1010.300000,30.530000,1010.400000,17.740000,1010.500000,95.880000,1010.600000,12.050000,1010.700000,87.050000,1010.800000,5.330000,1010.900000,209.690000
