unix_timestamp,bid,ask,mid
1759266161.913021,1009.9,1010.0,1009.950000
1759266166.5561938,1009.9,1010.0,1009.950000
1759266167.121014,1009.9,1010.0,1009.950000
1759266168.653086,1009.9,1010.0,1009.950000
1759266168.9858422,1009.9,1010.0,1009.950000
1759266169.2734137,1009.9,1010.0,1009.950000
1759266169.6226742,1009.9,1010.0,1009.950000
1759266169.957578,1009.9,1010.0,1009.950000
1759266170.233253,1009.9,1010.0,1009.950000
1759266170.609097,1009.9,1010.0,1009.950000
1759266170.8998241,1009.9,1010.0,1009.950000
1759266171.1605701,1009.9,1010.0,1009.950000
1759266171.4344451,1009.9,1010.0,1009.950000
1759266171.7098224,1009.9,1010.0,1009.950000
1759266171.9789033,1009.9,1010.0,1009.950000
1759266172.25529,1009.9,1010.0,1009.950000
1759266172.5305939,1009.9,1010.0,1009.950000
1759266172.7689426,1009.9,1010.0,1009.950000
1759266173.0251086,1009.9,1010.0,1009.950000
1759266173.2872179,1009.9,1010.0,1009.950000
1759266173.75239,1009.9,1010.0,1009.950000
1759266174.022691,1009.9,1010.0,1009.950000
1759266174.4880095,1009.8,1010.0,1009.900000
1759266174.7260451,1009.8,1010.0,1009.900000
1759266175.0350652,1009.9,1010.0,1009.950000
1759266175.2891738,1009.9,1010.0,1009.950000
1759266175.55419,1009.9,1010.0,1009.950000
1759266176.2874424,1009.9,1010.0,1009.950000
1759266176.7568743,1009.9,1010.0,1009.950000
1759266177.2826345,1009.9,1010.0,1009.950000
1759266178.540318,1009.9,1010.0,1009.950000
1759266179.0836163,1009.9,1010.0,1009.950000
1759266179.3857868,1009.9,1010.0,1009.950000
1759266180.0694723,1009.9,1010.0,1009.950000
1759266180.4432983,1009.9,1010.0,1009.950000
1759266181.1189156,1009.9,1010.0,1009.950000
1759266181.7281606,1009.9,1010.0,1009.950000
1759266181.994657,1009.9,1010.0,1009.950000
1759266182.2832737,1009.9,1010.0,1009.950000
1759266182.5337033,1009.9,1010.0,1009.950000
1759266183.7356596,1009.8,1010.0,1009.900000
1759266184.0099275,1009.8,1009.9,1009.850000
1759266184.2537699,1009.8,1009.9,1009.850000
1759266184.5791576,1009.8,1009.9,1009.850000
1759266185.0430627,1009.8,1009.9,1009.850000
1759266185.28215,1009.8,1009.9,1009.850000
1759266185.5805936,1009.8,1009.9,1009.850000
1759266186.193301,1009.8,1009.9,1009.850000
1759266187.310171,1009.8,1009.9,1009.850000
1759266187.6122813,1009.8,1009.9,1009.850000
1759266187.9572573,1009.8,1009.9,1009.850000
1759266188.3095691,1009.8,1009.9,1009.850000
1759266189.5676532,1009.8,1009.9,1009.850000
1759266190.2834747,1009.8,1009.9,1009.850000
1759266190.6167617,1009.8,1009.9,1009.850000
1759266190.8555918,1009.8,1009.9,1009.850000
1759266191.7851477,1009.8,1009.9,1009.850000
1759266192.1869748,1009.8,1009.9,1009.850000
1759266192.5486796,1009.8,1009.9,1009.850000
1759266192.9005108,1009.8,1009.9,1009.850000
1759266193.2747116,1009.8,1009.9,1009.850000
1759266193.9431636,1009.8,1009.9,1009.850000
1759266194.2310355,1009.8,1009.9,1009.850000
1759266194.6513488,1009.8,1009.9,1009.850000
1759266195.1084256,1009.8,1009.9,1009.850000
1759266195.4979193,1009.8,1009.9,1009.850000
1759266196.12406,1009.8,1009.9,1009.850000
1759266196.9641535,1009.8,1009.9,1009.850000
1759266197.3066483,1009.8,1009.9,1009.850000
1759266197.5853968,1009.8,1009.9,1009.850000
1759266197.922769,1009.8,1009.9,1009.850000
1759266198.6429174,1009.8,1009.9,1009.850000
1759300069.0426214,1009.7,1009.8,1009.750000
